Gene1,Gene2,Label
S1PR3,PLCE1,1
PSG11,CPS1,0
INHA,SIPA1,1
DNAJA2,IL12RB2,1
GDF10,PITX1,1
MAPK11,CCL22,1
ITGAX,DGCR2,1
TXNRD1,ELAVL1,0
TNF,SCRT1,1
OTUD6B,GNB5,0
KCNJ3,CELA3B,0
TMTC2,GCFC2,0
WISP3,TNFSF18,1
OR13C4,RSPH4A,0
FSCN2,GMDS,0
TRPS1,NFE2L3,1
HTN1,HIC1,0
TMED1,H2AFZ,0
HIST1H1T,TESK1,1
WWC2,CXCR6,0
OPHN1,PRPS1,1
LRP2,MTTP,1
BRD7,SMARCA5,1
CALHM1,F11R,0
KRT77,APOBEC2,0
FAT1,CD70,1
BBS7,RASGRP3,0
MIR10A,EIF2D,0
MXD4,CD33,1
NUP35,RBPJL,0
KIN,ABCA3,0
PTN,NR2E1,1
TRIM3,ST8SIA4,1
JPH1,ENSA,0
ACE,IDE,1
PTP4A3,FHL2,0
MYL6B,SWSAP1,0
LY96,IL13RA1,1
AGPAT5,COMMD9,0
CCL16,CXCR4,1
RRM2B,FRZB,0
CCL5,SOD2,1
CASP1,MMP23B,1
TFAP2B,TBL3,0
GPX2,TEX10,0
LSM4,ATP6AP1,0
GRAP,FGF16,1
BEX4,SNX11,0
BSG,CD2,1
PMCH,CRYZ,0
LMO1,KIF15,1
CLK1,ACPP,1
TMIGD2,NR4A1,0
FUT9,AMY1A,1
SYCP1,DDIAS,0
HTATIP2,IKBKG,1
P2RX2,ZNRF4,0
RHOBTB2,PSMC1,0
UNC13B,IFNA2,1
FAM111A,DCX,0
TNIK,MAPKAPK3,1
CDKN3,GAS8,1
BCL2L10,HSPA9,1
NCR3LG1,OR2AT4,0
DNM1,LRP2,1
ID4,RUNX2,1
DLL3,LIMD1,0
NCEH1,OR6C3,0
CTSD,SGF29,0
HTR1E,HAP1,1
HOXA9,MGP,0
SHOX2,BMPR1B,1
NRDC,NANOG,1
MIR582,OST4,0
F11R,TACR1,1
EFNA2,STAB1,1
NF2,CNOT8,1
MRPL22,SHANK1,0
ELF3,COL9A1,0
GJC2,CNTROB,0
HPCA,PIK3R1,0
GPR176,OR10J1,1
M6PR,OR2AK2,0
ISL2,TMTC3,0
AMACR,CEACAM7,0
VMA21,IGHV1OR15-1,0
TTPA,SLC7A5,1
UBE3A,ZIC2,1
IGHV1-69,GGA3,0
APPL1,INSL4,1
PDIA5,GPX4,1
SLC44A1,ELAVL1,0
ABHD17C,DNAJB4,0
TROAP,DGCR6,1
CRHR2,RCN1,0
OR2J3,SLC25A5,0
BIN2,ARCN1,0
DLL3,FBN1,1
ELF2,TFAP2B,1
CRP,CXCL11,1
RABGGTA,PRPH2,1
CHST4,MCAM,1
ETS2,GDF10,1
CRH,SLC6A5,1
RHCG,MAPK15,0
TIMM10B,WDR3,0
NOD1,BTK,1
GNAZ,GPR17,1
PRR16,DCK,0
LSAMP,NDP,1
FANCF,TULP1,0
PROCR,SSBP1,0
GJB1,AREG,1
MAP3K11,BAMBI,0
HEXIM1,ASIC5,0
AREG,ADGRG1,1
OR6C3,HCN4,0
ERBB4,SIPA1,1
IGLL1,LPCAT4,0
SPCS1,UBA3,1
MPO,SON,1
NSMCE1,WBP4,0
PLXNA3,LENEP,1
GJA4,AQP6,1
TRPM4,SPON2,0
CDCA2,NQO1,0
COL4A5,OR2A2,0
NPY,PCDHB3,1
CHD4,TFAP2A,1
TCIRG1,CD5L,1
ADORA2B,GPR6,1
TSEN15,SNCB,0
SUPT16H,ABT1,1
SEMA4F,ADRA2C,1
TMED1,ADORA1,1
KRTAP12-4,KRT3,0
DAPK2,TEC,1
CHRNA4,PCDHAC1,1
SUV39H1,SLC43A2,0
CTBP2,CCL2,1
PKIA,GNG7,0
KLF3,BMP1,1
EFNB2,FURIN,1
TTC7B,USP37,0
TOB1,NOTCH2,1
CHEK1,UGGT1,0
CXCL16,CSN1S1,0
POLN,NPRL2,0
DFNB31,MAGEA5,0
RRAGA,MRPL3,0
POMT1,MEOX2,1
IL21,ECT2,0
ZNF24,KAT8,1
CDCA2,PARD6A,0
PRELID1,ZEB1,1
IL7R,IKBKG,1
AHR,PFDN1,1
LOXL2,CD36,1
PDPN,DHX9,0
HOXA4,FGF18,1
T,TIE1,1
TSPAN32,CXCL10,1
POLR3K,SNAPC2,1
IGHV2-5,ACOT2,0
CDK2,ANAPC10,1
POLR3G,LTC4S,0
GRAP,TNFSF10,1
NPY4R,FICD,0
EYA3,RP2,1
CASP7,CTSF,1
ADAM30,SPPL2A,0
CD160,MTCP1,1
ALG1,SMYD1,0
TAF2,MED30,1
TDRP,TMF1,0
FPR2,IL1RAP,1
UTS2,CD99,0
CITED1,NFE2,1
DCX,PTS,1
RBL1,APOBEC3D,0
LRP1,RAF1,1
CAPZA1,LYPLA1,0
COL11A1,CRYZ,1
OSBPL3,TMEM126B,0
SLC7A3,UBE2J2,0
SEC61A1,DDX47,0
BAK1,DPF1,1
AIPL1,SCN3B,0
HRH1,IRAK2,1
CYLD,DNM1L,0
TLL2,ELK1,0
APBA2,MEF2C,1
NUP35,RIMKLA,0
ADORA2B,ADORA3,1
LECT2,CCL22,1
ZBTB8OS,SRRM1,0
LSM5,FBXO6,0
ATR,TFAP4,1
LGALS8,CNTN3,0
AMACR,RPS6KC1,0
TNFSF9,TNFSF8,1
CTTN,RBKS,0
ATG4A,MIR155,0
GPR35,ANXA11,0
DVL3,FGF11,1
SIX2,MIR181B2,0
P2RX5,CLEC12B,0
MNT,NF1,1
MTCH1,STAT1,1
FRAT1,BRD7,0
PYURF,KCNMA1,0
PNPLA6,MTRF1L,0
ALDH1A3,HNF4A,1
CCDC93,PATJ,0
CNTFR,CHCHD3,0
ANGPTL3,NFE2,0
DTYMK,PFDN1,1
YAP1,EDN2,0
COQ2,DISP3,0
NES,OPN1MW2,0
AASS,SERPINB3,0
PIM1,LIMD1,1
CDK9,PRDX1,1
POU3F3,ADCY7,0
CELF2,ZSCAN21,0
SLC25A13,TMEM9B,0
HAS1,USH2A,1
ZAP70,IL18RAP,1
THAP11,DZIP1L,0
CHRM3,APPL2,1
POLR2K,TSC22D1,1
NDP,PCSK6,1
CDH2,CCR3,1
CRMP1,PIF1,0
OR6C68,CR1,0
CSE1L,PTEN,1
ADAMTS8,IGFBP6,1
SRI,TCF12,1
NFATC2,KRT83,0
ARHGAP1,OSBPL9,0
FGF12,SRI,1
ARHGEF25,SLC25A19,0
NFATC3,NOX4,1
EDN3,DRG1,1
ACTR2,PHLDA1,0
SNRNP27,HIST1H2BL,0
SSTR2,FGF18,1
POU1F1,SCN11A,0
DFNA5,MYO7A,1
FUBP1,CCNT2,1
VAPA,LPXN,1
ZFHX3,TSC22D1,1
BCL2L10,BIRC6,1
MT1X,LYST,0
INSIG2,DTYMK,0
KCNA3,IRF1,0
CYP4F11,AIMP1,1
RBM14,RXRA,1
IK,ASH1L,1
RASA1,GABRA3,0
SLC15A4,TNFRSF11B,0
ISG20,ARHGEF1,1
TTF1,GADD45G,0
EXTL3,HLA-G,0
CLEC3A,FBN1,1
CALY,SLC1A2,1
KCNK7,KCNQ3,1
OPRM1,PTHLH,1
MCHR1,CXCR4,1
KIF20A,KIF24,0
TCEB1,BRIP1,1
FAM73A,MPO,0
GPR155,OR10A7,0
NFYC,SP100,1
PAG1,FCER1A,0
EPHA2,PCOLCE,1
MIP,DSPP,0
MAGEA3,RNF168,0
HES1,AQP4,1
CCL21,CD40,1
CA9,DSC2,0
ERCC2,TNFRSF9,1
HDAC5,SPHAR,1
ALDH3B1,TTPA,1
BIRC6,PEA15,1
USP39,ICAM3,0
MSL3,SNAPC2,1
CDS1,RBP3,1
KDM2A,TRAK1,0
CSF3R,NBEAL2,0
RPL3L,RPL27A,1
SLC32A1,MAP3K12,0
CPQ,PHEX,1
GPR15,IWS1,0
HOXB9,PMPCA,0
NCKAP1,F2,1
FCGR2B,CCL17,0
CD96,SEMA5A,1
GRM4,IMPAD1,0
EFNB1,ARVCF,1
TOMM6,INPP5A,0
HCP5,WAS,1
PCNA,ARHGEF1,1
SRPK1,DHX16,1
GTF2A1,APITD1,0
NR2E3,GTF2B,1
ORC2,DAPK3,0
CXCL8,CCL28,1
OR8D4,FBXL4,0
CXCR2,CKLF,1
CCDC88C,IGKV2D-28,0
ACKR4,PTGER2,1
IFNGR2,VMA21,0
N4BP2L2,IRF8,0
SEC23IP,MX1,0
GAB1,IGFBP4,1
FXN,CYP4F11,1
SYCP3,OR9Q1,0
IFI30,ZNF136,0
RAMP1,LCN1,0
POLR2L,ARF1,0
IAPP,LTA,1
ETS1,ZAP70,1
CCR5,IL27RA,1
CSF3,EGF,1
LMTK2,GATB,0
C4BPB,F2RL3,1
SRCAP,IFT80,0
UPK3A,ARFGEF2,0
ING2,AMOTL2,0
TMBIM4,MCRS1,0
TLL2,OR2Y1,0
APLP1,MPPED2,1
OR4L1,NOMO2,0
IGSF3,OR10H3,0
POP7,HECW2,0
RRH,RDH8,1
MIR514A2,ACSL6,0
COL6A6,OR6C1,0
SQRDL,FICD,0
TNFSF18,FCMR,1
EFNA3,INHBA,1
ERBB4,WNT2B,1
HCN4,SLC6A8,1
COL1A1,COL7A1,1
FCGR2B,RBM4,0
NDUFC2,MDFIC,0
LAPTM4B,ABI1,0
RBBP7,CREG1,1
ADH1A,RICTOR,0
IL15RA,SLC35G1,0
RXFP2,NHEJ1,0
IDO2,MC4R,0
ATP1A4,KCNK17,1
SLC7A14,EPHB2,0
PHF19,PRPF8,0
TAS2R1,PYY,1
TRIM69,PDIA5,0
PRPS2,CERS1,0
CHAC1,VPS45,0
COMP,CRX,1
SELT,PTF1A,0
POU2F2,NKX3-2,1
ATG4A,ACER3,0
EHF,HMGA2,1
HBG1,POMT2,0
BCAS2,AXIN2,0
OR4F4,ATMIN,0
GPD2,DGAT2L6,0
MPHOSPH10,KRTAP4-9,0
TAF6L,BRCA1,1
SCNN1D,DDX52,0
NFKB2,SETX,0
KPNA3,ATP2A3,0
JOSD2,CR1,0
TDO2,CHIT1,0
PLA2G2E,TACR1,1
IFNW1,STK11,1
SUPT16H,POLR2D,1
GP1BB,PPT1,0
S1PR3,GPR35,1
SIRPG,CCL20,1
IFNAR2,STC2,1
ARL5A,BEND3,0
PPP1R13B,OR5H1,0
APOBEC2,SLC6A18,0
EYA4,LUM,1
NT5C2,ZNHIT6,0
GPX2,PLA2G3,0
PPRC1,NECTIN2,0
UBE2V1,CALR,1
DUOX1,RELA,1
POU5F1,ZNF282,1
DVL3,DOC2A,1
ATP5O,SIRT4,0
ITGB4,PM20D2,0
HMMR,IGKV1-12,0
PGGT1B,SRCAP,0
TAF6L,TFCP2,1
POU6F2,NPAS2,1
MAF,POLR2E,1
PMP22,BSN,1
LYPD1,PHYKPL,0
AIPL1,VSX1,1
PREB,ZFHX3,1
GART,ACOT8,0
NELL1,NR2C2,1
CLPTM1,ARVCF,1
WFIKKN1,MAP3K8,0
EXTL1,ARSE,1
ACRV1,TFAP4,1
KRTAP20-2,MLNR,0
ELAVL1,KLF3,1
SHOX,RUNX3,1
ADRA1D,RPS27,1
ATOH1,PAX5,1
FGF11,AGO1,0
PPP1R37,OR5P3,0
TAF1,POLR3A,0
DDX11,IFITM1,1
IRF1,POU1F1,1
DEFA1,IKBKG,1
MSLN,UCN,0
PPARGC1B,CDKL3,0
BBS7,GPER1,0
GABPB1,STAT6,1
IGKV1-17,F8,0
SUPT16H,ERCC2,1
TARBP1,KLF7,1
TMOD2,ROBO1,1
RCAN3,POU5F1,1
MICU1,LILRA1,1
POR,IL6,0
CIB1,PTPN6,1
CASP2,CASP9,1
XPO6,CELA2A,0
OARD1,SEPT9,0
TMEM198,KERA,0
CMKLR1,MAP2K1,1
DPM3,KCNK1,0
LRMP,HACD3,0
MERTK,CGB7,1
MALSU1,FCER2,0
IL1RAPL2,MAL,1
CXCR1,STOM,0
TBC1D8,FLT1,1
LCN2,DLD,0
EMILIN1,CDKN2B,0
DDX52,FPGS,0
ETFDH,FCHO1,0
KPNB1,RLTPR,0
ELF2,NRF1,1
TTLL8,PGAM2,0
MYBPH,MYL2,1
NAIP,PCDHAC1,1
CLCNKA,CDK9,0
SON,TNFRSF18,1
SIX2,HOXB5,1
TRIM3,DLX5,1
ZNF559-ZNF177,DOLPP1,0
MTNR1B,PTGIR,1
DYNC1I1,RELN,0
GRM4,MID1,0
CIZ1,PRKCA,1
DEFA1,IL15,1
DCK,NEU4,0
PITX2,ZNF148,1
GPR15,DBR1,0
SEC23A,GABRD,0
DUSP2,BACH1,0
DPP3,FBXL6,1
MNT,CDK13,1
COL4A3,USP8,1
IL13,OR6Y1,0
CDH17,IL32,1
B4GALNT1,CPM,0
SALL1,TSHB,1
SLC2A3,SLC22A9,0
ZMYND11,CSF1R,1
MAPK9,SNN,1
MYEF2,SKIL,1
MIR361,IGF2BP3,0
ATP13A5,SIRT5,0
GTF2A1L,RNF187,0
GRIN2A,SLC1A3,1
B3GNT6,TFPT,0
DCTN2,GAS6,1
ING1,PTEN,1
CTNNB1,MXD4,0
CRHR1,GLYAT,0
CLCN2,MARS,0
GSTP1,S100B,1
PAK4,FPR2,1
PPP1R35,AKT2,0
SGF29,FGF12,0
HGFAC,UBE2N,1
FES,PCNA,1
SHOX,ATP6V0A2,0
GALNT2,STAG3,0
PGLYRP2,PTP4A3,0
DGKH,SEC61B,0
TBC1D8,LPA,1
OR2F2,CARHSP1,0
CXCR6,CCR9,1
EGFL6,NOLC1,1
ABCC5,NEUROG1,0
FES,APPL1,1
HLA-B,ACTR1A,0
DOK4,SIRT5,0
FOXN3,SALL4,0
ADCY10,MLKL,0
GJB1,SRD5A2,1
DPF2,DAP3,1
NEK10,NDUFV3,0
TAF6L,SRCAP,1
SMPD4,CGA,0
ADORA3,CCL4,1
BCL6,ZNF146,1
SOX21,NRF1,1
RPL21,RPL23A,1
CYP24A1,DUOX1,1
ADH7,CCDC69,0
LIF,CDC123,1
CSTF3,SCOC,0
POLR2I,HAND1,1
OR4F5,TSPAN1,0
PTK2B,RHOG,1
F2,MCL1,1
CEBPB,TSC22D1,1
OR8H1,BBS1,0
SRGAP2,XRRA1,0
BDKRB2,VIP,1
CASP2,CPZ,1
RHEB,ALDH3A2,0
NOTCH2,KLF10,1
GPR75,GPR1,1
SPOPL,PPRC1,0
PRKCH,TARDBP,0
IMPAD1,GNAI3,0
IDE,WNT7A,1
NALCN,MYL1,0
BATF3,RREB1,1
GPAT2,IFNL1,0
CXXC1,NFYC,1
KLK3,GPR37,0
IL7R,CCL16,1
KHDRBS1,LSM3,1
SH2D3C,CALCRL,0
CSF1R,MAP3K11,1
PLOD1,PTHLH,1
SYT9,SLC27A6,0
GNA12,AOC1,0
LGI4,SPACA3,0
MBTPS2,COG4,0
NR5A2,RPL10A,1
RAB5A,SNX2,1
TAF5L,NCOR1,1
HOXA7,ALS2CL,0
GTF2B,HAND1,1
CDCA5,ISOC2,0
WAS,S1PR4,1
MYCN,TCF12,1
SPAG5,CNGB1,0
FAS,TRAF3,1
CHRNG,DYSF,1
SCRG1,HEYL,1
ASB17,PCIF1,0
SGK2,ADH1B,0
MBIP,ATP6V0A2,0
INSL4,MKI67,1
CCL24,KLF10,1
PIK3AP1,CARD18,0
IL10RB,IL1R2,1
POLR2J,RUNX3,1
CHRNA5,ATRX,0
GPLD1,IGSF3,0
CATSPER4,COA3,0
F2R,IGF1,1
TUBGCP2,LIN7A,1
SMARCA2,TCF7,1
ARFGEF1,TIA1,0
GRIK1,SHC3,1
METAP2,LOXL2,1
SNCB,ADRB3,0
PTK2B,ERRFI1,1
ZEB1,CD70,1
MAN1A2,NIPBL,0
IFNAR2,CD59,1
DNMT3A,RABGGTB,0
S100B,WNT1,1
PA2G4,CRKL,0
ZP1,LBP,0
CEPT1,IL13RA1,0
MRPL23,RPL38,1
PHEX,CCL21,1
MAP3K11,CD74,1
DNASE1L2,DHTKD1,0
PLA2G2D,NOX4,1
NDOR1,GPX4,1
SUPT16H,NFIX,1
BMP2,TNFSF10,1
SAMHD1,KHDRBS3,0
KCTD1,APPL1,0
DNAJA1,NFYC,1
OR2A7,CALCRL,0
GRM1,KCNN1,1
KIF5B,CLTC,0
SEMA4F,CADM2,0
NFE2,UBP1,1
NASP,ACOT11,0
MNT,PTEN,1
BIRC3,CLEC4A,1
TRIM33,PPP1R36,0
CDK3,PROK2,1
PCDHAC2,FEZ2,1
PTPRB,SLC20A1,1
GEMIN5,HFE,1
NMNAT3,NMB,0
ITGAX,PNN,1
FGF1,RECQL4,1
NFIC,SHOX,1
SORD,USH2A,1
PDC,CSF3R,0
ASTL,ATG4C,1
ANO4,CRYGD,0
MPZ,NRG1,0
TACSTD2,PDE6C,1
PLBD1,MYEOV2,0
PPP2R1A,TTK,1
DHCR24,SOCS3,1
VCAN,HOXA10,1
GRAP,CXCL6,1
EYA3,CNGB3,1
LRP8,ZHX1,0
CXCR1,PYY,1
GHRH,FGF17,1
HSPB3,RANBP9,0
ORC2,OR4B1,0
ACTN3,TUBGCP2,0
ANXA2,CLEC3B,1
SULT4A1,TAS2R8,0
CTNNBIP1,RPS27,1
ADRM1,NUP62,0
TMED4,PPM1A,1
ADRM1,ZDHHC13,0
ALK,PAFAH1B3,1
ALG13,ZFYVE27,0
BIRC6,TNFSF18,1
COL1A1,TBX3,1
HTR3D,MRPL53,0
NEBL,NHLRC2,0
PREB,EZH2,1
COL4A5,HLA-DMB,0
CEBPA,ERCC6,1
SLC7A2,SLC25A14,1
LCLAT1,RAI1,0
GLI3,PAEP,1
DDX28,C1QTNF3,0
POU6F2,AHR,1
GATA4,IBTK,0
NONO,SNRPN,1
JAML,PSMA8,0
BCAP31,CCDC91,0
SPANXA1,RBM38,0
GTF2A1L,DEPDC1,0
RUSC1,MRPS25,0
PLK1,BCAR3,1
DAB2,ZPR1,1
RPL15,RPL26,1
SLC9A6,SACS,0
LPAR4,LGR5,1
ARG1,APLP1,0
AKR1B1,MIR361,0
PGAM5,CRYAA,0
KANK2,RHOH,0
DNAAF3,SNX33,0
PRL,BLZF1,1
GRIK4,CACNA1B,1
KRTAP10-8,NOS1,0
SUPT16H,PTK2B,0
KHDRBS1,IL1A,1
TUBB,IL13,1
EPHX1,RPL7,0
CITED2,HTATIP2,1
ALDH7A1,POU3F4,1
CITED2,NFATC3,1
WRAP73,DLX4,0
GLS2,PTS,1
GPR4,PTAFR,1
MDFI,NFKBIE,1
SPDYA,ACVR1,1
CRYBA1,CRYGA,1
OR51F2,PPEF2,0
EIF1,KRTAP12-2,0
BCAS2,PRPF8,1
INHBA,CALCA,1
DTYMK,INSIG1,1
DES,SNTA1,1
SUN1,SPATA18,0
AEBP2,AHR,0
PDCL,CPEB3,0
CEBPB,ALOX15,1
AATF,GATA3,0
IL13,RNPS1,0
OR51G1,IFI44,0
ARRDC3,DFNA5,0
COL6A1,PCDH11X,0
CDK7,AREG,1
CCR8,ACTN2,1
EMILIN1,PCDHB3,1
CDH17,ITGA5,1
RYR1,RYR3,1
HIC1,RPS6KA4,1
HSD17B4,TMEM102,0
TCP11,ENC1,1
CASP14,GJB5,1
PRKCQ,RELA,1
ANKRA2,OST4,0
KIR3DL2,GBA,0
CHRM1,TBX3,1
NUDT1,SOD2,1
PGR,TFAP2C,1
VCL,DGCR6,1
VCX,RPTN,0
MAGEA2B,HAO2,0
TIMM13,GJB2,1
IGF1,IGF2,1
FGD1,GCNT2,1
ZACN,FAAP20,0
GMFB,PAFAH1B3,1
UGT1A6,PDZD8,0
SMARCD2,TARBP2,1
EGFR,TNFSF8,1
DDX1,IZUMO1,0
IGLV1-51,TES,0
NELL1,SCN8A,1
TOB2,IFITM1,1
P2RY4,CCKBR,1
ZNF256,HOXA9,1
CDY1B,CUTA,0
AIDA,CDK2AP2,0
MID1IP1,CCR5,0
FHL3,ACHE,1
GRIN3A,ZDHHC21,0
PATJ,EXOSC7,0
EPB41L3,GPR32,0
GAS8,DCAF7,0
ZDHHC13,KIN,0
WDR4,ALK,0
TCF12,VTN,1
CPQ,SALL1,0
HIBCH,KCNJ3,0
CNTNAP2,OR1L6,0
PNRC2,HOXC4,0
ABCA2,TFAP2B,1
ITIH3,TRPM1,0
EYA4,NDUFA8,0
TFG,NEK6,1
SOSTDC1,EIF2D,0
ZC3H3,TMEM173,0
BMP3,SEMA5A,1
DMP1,STAU1,0
ZFYVE27,CLP1,0
GALNT13,SLC9A1,0
MYBPC3,FYB,0
CCL17,LRPPRC,0
CYSLTR1,MED1,0
AP2A1,ELF4,0
ATP6V0B,FOSB,0
CDKN1A,KLF11,1
APLNR,UCN,1
TIAM2,PNPLA8,0
CHRM5,KITLG,1
EPS8L3,DEAF1,0
NR4A2,CCL22,1
AZGP1,CD300LG,0
SLC16A10,SLITRK1,0
GNAT1,RDH5,1
LHPP,COL1A1,0
SMNDC1,ZRANB2,1
NAMPT,CXCR2,1
PAWR,NCK2,1
MMP14,VHL,1
KCNMA1,PCDHB10,1
WDR91,GALNT9,0
S1PR3,PHLDA3,1
STK38,ALG14,0
ANP32B,DGCR6,0
ALS2CL,METAP2,0
USP25,PRSS2,1
OSBPL6,SDHAF2,0
BAP1,CD33,1
EGF,TIMM9,0
AOC1,AES,0
SYT1,EHMT2,0
MIR23B,CARD10,0
GBA,MPL,0
FOXD3,CASC5,0
MMP23B,CTSF,1
NCF4,NPY,0
DLG4,IGF2,0
DCTN1,GALNT16,0
APH1A,GTF2F2,0
SENP5,CLCN5,0
PMF1,NFIX,1
SERPINB5,TPM3,1
S100A9,SSTR1,1
DYRK1A,PAFAH1B3,1
FGR,POLA1,1
TRAK1,PRDX3,0
CHRNA5,SLC6A15,0
ETV1,COPS2,1
GPNMB,GAS8,0
NR6A1,PTCH2,1
EPRS,BCS1L,1
SPHK1,GPR52,1
NOTCH2,QSOX1,1
ABHD17B,GRAP,0
ETS1,FCGR3A,1
HTATIP2,MED7,1
CROT,SLC25A27,1
TARDBP,POU1F1,1
ERCC6,RECQL,1
NOP58,HOXA1,0
DDX11,TGFB2,1
RDH10,GEMIN8,0
CNTN4,KRTAP5-5,0
MARCH6,NEB,0
CTBP2,CADM3,0
CCL4,TNFAIP6,1
ZYX,LY6D,1
KRTAP26-1,IGKV3D-11,0
SSTR1,ADAMTS1,1
RRAS2,AP2A1,0
ADRA2C,CRB1,1
LEFTY1,OR2T35,0
BRS3,SSX2IP,0
CHADL,PRIM1,0
MICAL3,FDFT1,0
IFNW1,RPL36,0
CLMP,IKZF1,0
IL5RA,CDC25A,1
FOXN1,OR5P3,0
ARHGEF28,XPO6,0
COL17A1,DCT,1
SPHAR,MKI67,1
NOTCH2,RBAK,1
CXCL8,SERPINB5,1
FANCA,RAD51B,1
RPL3L,RPL38,1
PNN,TYRO3,1
CTNNB1,SMPD2,0
TMED1,SSTR3,1
C5,TMEM219,0
CYSLTR1,DRD1,1
ERCC1,GPAM,0
CRP,NFATC3,1
TRIM3,CD300LF,0
TMPRSS3,FBN1,0
CCR7,TPST1,1
TIMM10B,SGCE,1
FBN2,M6PR,0
CELF2,AMACR,0
TMEM175,MYL12A,0
ATP5L,SNX11,0
S100A9,WISP3,1
ANP32B,MYH13,0
TCIRG1,IL9,1
CLEC2D,INHBA,1
PLA2G2D,CXCL10,1
MICU2,RNF19A,0
ALG6,NCOA2,0
RDH10,STEAP2,0
DCANP1,SLC12A1,0
KRTAP23-1,DEFB104A,0
IFNB1,UTP11,1
INSL4,LALBA,1
YAF2,PCGF6,1
CA3,LECT1,0
GAB1,APPL2,1
AQP6,SLC25A11,1
ACO2,PHKG2,1
AKR1C1,CYP4F11,1
PHACTR1,ENTPD8,0
MCL1,TNFSF18,1
DDX39A,COPG1,0
F2,MBTPS1,1
IFNA16,LAX1,0
DTX1,MNT,1
SCRG1,FGF2,1
CDH12,SYN3,0
TMEM147,SCUBE3,0
DSG1,ADPRM,0
PPM1A,DEFB127,0
TMEM119,CEP131,0
CHRNA4,SOX11,1
HOXA9,SYNM,0
DGAT2L6,EFEMP1,0
DNAJA2,PTHLH,1
BRF1,CLIC4,0
PDGFRA,PRKD1,1
MAGEC2,ELAVL1,0
RAD23A,AHCYL1,0
AADAC,BSCL2,0
FLT1,TFCP2L1,1
KCNH2,CACNA1S,1
EFNA2,CCL16,1
HTATIP2,LCK,1
KHDRBS1,CTNNBIP1,1
LCK,PRKAR2B,1
SYNCRIP,PRPF3,1
FSCN2,NFE2L1,1
DLX1,AGXT,0
COPS6,H1F0,0
VSTM2A,NPBWR2,0
CNTN6,ADAM23,1
OR4C16,GJA4,0
NPHS2,NAALAD2,0
GHSR,ACKR4,1
MMP21,CTSO,0
LCN12,PRDM4,0
FCGR2B,CCL4,1
KRT86,RRAS2,0
CDKN2C,UTP20,1
ALOX15B,MX1,1
MYCN,POU4F1,1
CSF2RA,ZNF559-ZNF177,0
KRT5,KRT13,1
MAB21L2,OR4L1,0
OR7G1,KANSL3,0
ITGB7,GMIP,0
TRPC7,GHRHR,0
TBX3,UFD1L,1
FGF2,GLP2R,1
BRD7,RUVBL1,1
VPS53,HP,0
CD160,IFNGR2,1
ALDH1A1,ZNRD1,0
VCP,NAE1,1
AVIL,PIK3CB,0
COPE,LRRC6,0
KCNIP1,HTR3B,1
BPNT1,TCEB2,0
TGM3,MED6,0
GUCY2F,RP1,1
MIR520B,ANKS4B,0
PSMD13,GABPB2,0
SYN1,SYN2,1
LRRC6,TIPARP,0
IL36G,CALCA,1
RERG,CLCN5,0
FOSB,RUNX1,1
RSPH4A,MRPS18B,0
IFITM2,IL6ST,1
COPA,CST9,0
LIPT1,CPNE6,1
GLYAT,LAMA5,0
MST1R,SERPINB5,1
WDR77,ACOT8,0
LILRB2,CCL18,1
PPP1R13L,JADE1,0
OR2T12,EIF2AK2,0
AK4,MIR92A1,0
SLC25A15,GGT1,1
CLK1,IGFBP4,1
ATG4A,FBXO6,1
RTP1,C9orf72,0
SH2B2,FES,0
HSPA9,FGF13,0
MAN2B1,GHSR,0
XPNPEP1,MBTPS1,1
NCF1,CMKLR1,0
CSF1R,SKP2,1
RPS6KC1,COPG2,0
CEBPA,CCNK,1
CENPE,HTR2A,0
ACOT6,PAIP1,0
ALDH8A1,PRRT2,0
NA,IZUMO1R,0
CKLF,TGFB2,1
CHP2,EFNA2,0
CLN8,NELL1,1
S1PR5,ANGPTL3,0
LAMA1,CLIC5,0
GLP1R,FLRT1,0
PPIF,CENPE,0
TMIGD2,MICAL1,0
SLC35A1,THBD,0
CDKN3,UTP20,1
KRTAP22-1,ALDH9A1,0
OXT,PTP4A3,0
ALG13,KRTAP9-6,0
SSX2IP,KLF10,0
PROP1,UGT8,1
ITK,DCDC2,1
SLCO3A1,PALM,0
IMPAD1,IL23R,0
MXD1,PDZK1,1
EFNB1,LY6D,1
CTBP2,OPRM1,1
CNTFR,HEYL,1
PLEKHM2,IGF1,0
FOXJ1,SPA17,1
IFNA2,INSL4,1
CGA,EDN3,1
JAKMIP1,SPP2,0
AFF4,OTX1,0
MCUR1,OR52B4,0
SH2D3C,TNFRSF10C,0
SOAT1,SOAT2,1
DNAJA2,UBE2V2,1
NELL1,PTN,1
CXCR3,SLURP1,1
AMH,FTSJ2,0
EZH2,SUFU,1
C21orf59,SLC6A14,0
UBR2,PTBP2,0
CLDN4,GOLPH3,0
CCR9,TRAT1,1
HOXC5,SREBF2,1
HSF2BP,SPCS3,0
JAKMIP1,KRT23,0
GNAO1,OXTR,1
HGFAC,ADAMTS4,1
OTUD6A,RASIP1,0
CSF1R,BEX3,1
CCR8,FFAR1,1
ARF6,VNN2,1
TRIT1,HNMT,0
SEMA3C,OPRK1,1
UTP14A,THAP1,0
IRAK2,LY75,1
CHRM1,BCAT1,1
CCL4,C5,1
RPL3L,RPS27,1
